actor,classify,count,director,image,image_url,inq,last_updated,play,score,title1,title2,title3
莱昂纳多·迪卡普里奥L...,2002/美国加拿大/传记犯罪剧情,290186人评价,史蒂文·斯皮尔伯格StevenSpielberg,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,骗子大师和执著警探的你追我跑故事。 ,,[可播放],8.8,猫鼠游戏,CatchMeIfYouCan,/逍遥法外/神鬼交锋(台)
松田洋治YôjiMatsuda/石田百合...,1997/日本/动画奇幻冒险,274922人评价,宫崎骏HayaoMiyazaki,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,人与自然的战争史诗。,,,8.8,幽灵公主,もののけ姫,/魔法公主/幽灵少女
布鲁斯·威利斯BruceWi...,1999/美国/剧情悬疑惊悚,274722人评价,M·奈特·沙马兰M.NightShyamalan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,深入内心的恐怖，出人意料的结局。,,[可播放],8.8,第六感,TheSixthSense,/灵异第六感/鬼眼
林青霞BrigitteLin/金城武TakeshiK...,1994/香港/剧情爱情,391486人评价,王家卫KarWaiWong,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2242058421.jpg,寂寞没有期限。,,,8.7,重庆森林,重慶森林,/ChungkingExpress
麦斯·米科尔森MadsMik...,2012/丹麦瑞典/剧情,160988人评价,托马斯·温特伯格ThomasVinterberg,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,人言可畏。,,[可播放],9.1,狩猎,Jagten,/谎言的烙印(台)/诬网(港)
JohnCusack/RayLiotta/AmandaPeet,2003/美国/剧情悬疑惊悚,377337人评价,JamesMangold,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg,最不可能的那个人永远是最可能的。,,[可播放],8.7,致命ID,Identity,/杀人游戏/致命身份
希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake...,2005/美国加拿大/剧情爱情同性家庭,375251人评价,李安AngLee,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,每个人心中都有一座断背山。,,[可播放],8.7,断背山,BrokebackMountain,/断臂山/BBM
阿沙·巴特菲尔德AsaButterfield/...,2008/英国美国/剧情战争,187580人评价,马克·赫门MarkHerman,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,,[可播放],8.9,穿条纹睡衣的男孩,TheBoyintheStripedPajamas,/穿条纹衣服的男孩/穿条纹衣的男孩
伊万·麦克格雷格EwanMcGregor/阿...,2003/美国/剧情家庭奇幻冒险,294438人评价,蒂姆·波顿TimBurton,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,,[可播放],8.7,大鱼,BigFish,/大鱼奇缘(港)/大智若鱼(台)
约翰尼·德普JohnnyDepp/...,2003/美国/动作冒险奇幻,413003人评价,戈尔·维宾斯基GoreVerbinski,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,约翰尼·德普的独角戏。,,[可播放],8.6,加勒比海盗,PiratesoftheCaribbean:TheCurseoftheBlackPearl,/加勒比海盗1：黑珍珠号的诅咒/神鬼奇航：鬼盗船魔咒(台)
萨姆·沃辛顿SamWorthington...,2009/美国英国/动作战争科幻冒险,622600人评价,詹姆斯·卡梅隆JamesCameron,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p492458287.jpg,绝对意义上的美轮美奂。,,[可播放],8.6,阿凡达,Avatar,/天神下凡(港)/化身
松隆子TakakoMatsu/冈田将生...,2010/日本/剧情惊悚,398354人评价,中岛哲也TetsuyaNakashima,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,没有一人完全善，也没有一人完全恶。,,[可播放],8.7,告白,None,/自白/母亲
吴念真/李凯莉KellyLee/金燕玲Elai...,2000/台湾日本/剧情爱情家庭,179848人评价,杨德昌EdwardYang,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg,我们都曾经是一一。,,,8.9,一一,None,/Yiyi/Yiyi:AOneandaTwo
黎明LeonLai/张曼玉MaggieCheung/...,1996/香港/剧情爱情,264536人评价,陈可辛PeterChan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg,相逢只要一瞬间，等待却像是一辈子。,,,8.8,甜蜜蜜,None,/Comrades:AlmostaLoveStory
查理·卓别林CharlesChaplin...,1936/美国/喜剧剧情爱情,110892人评价,查理·卓别林CharlesChaplin,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,大时代中的人生，小人物的悲喜。,,[可播放],9.2,摩登时代,ModernTimes,"/TheMasses/Tempsmodernes,Les"
梁朝伟TonyLeungChiuWai/林青霞Bri...,1993/香港/喜剧古装,319943人评价,刘镇伟JeffreyLau,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg,百看不厌。 ,,,8.7,射雕英雄传之东成西就,射鵰英雄傳之東成西就,/东成西就/大英雄(日本)
沈恩京Eun-kyungShim/闵孝琳Hy...,2011/韩国/剧情喜剧,314762人评价,姜炯哲Hyeong-CheolKang,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,,[可播放],8.8,阳光姐妹淘,써니,/阳光姊妹淘(港)/桑尼
伊桑·霍克EthanHawke...,1995/美国奥地利瑞士/剧情爱情,262263人评价,理查德·林克莱特RichardLinklater,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg,缘分是个连绵词，最美不过一瞬。,,[可播放],8.7,爱在黎明破晓前,BeforeSunrise,/情留半天(港)/爱在黎明破晓时(台)
本·阿弗莱克BenAffleck/罗莎蒙...,2014/美国/剧情犯罪悬疑惊悚,424455人评价,大卫·芬奇DavidFincher,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,年度最佳date movie。,,[可播放],8.7,消失的爱人,GoneGirl,/失踪的女孩/失踪女孩
AlexandreRodrigues/Lea...,2002/巴西法国/犯罪剧情,176389人评价,KátiaLund/FernandoMeirelles,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,被上帝抛弃了的上帝之城。,,,8.9,上帝之城,CidadedeDeus,/无主之城(港)/无法无天(台)
本名阳子YoukoHonna/小林桂树K...,1995/日本/剧情爱情动画,203187人评价,近藤喜文YoshifumiKondo,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,少女情怀总是诗。,,,8.8,侧耳倾听,耳をすませば,/心之谷/梦幻街少女
伊桑·霍克EthanHawke...,2004/美国/剧情爱情,232145人评价,理查德·林克莱特RichardLinklater,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,,[可播放],8.8,爱在日落黄昏时,BeforeSunset,/日落巴黎(港)/爱在日落巴黎时(台)
岛本须美SumiShimamoto/松田洋治Y...,1984/日本/动画奇幻冒险,203880人评价,宫崎骏HayaoMiyazaki,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,动画片的圣经。,,,8.8,风之谷,風の谷のナウシカ,/风谷少女/KazenotaninoNaushika
艾德里安·布洛迪AdrienBrody/马西...,2011/美国/剧情,208220人评价,托尼·凯耶TonyKaye,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,穷尽一生，我们要学会的，不过是彼此拥抱。,,[可播放],8.8,超脱,Detachment,/人间师格(台)
桥本爱AiHashimoto/三浦贵大Takahir...,2014/日本/剧情,169118人评价,森淳一JunichiMori,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,那些静得只能听见呼吸的日子里，你明白孤独即生活。,,[可播放],8.9,小森林 夏秋篇,リトル・フォレスト夏・秋,/小森食光/夏秋篇(台)
张国荣LeslieCheung/王祖贤JoeyW...,1987/香港/剧情爱情武侠古装,309779人评价,程小东Siu-TungChing,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,两张绝世的脸。 ,,[可播放],8.6,倩女幽魂,None,/倩女幽魂(87版)/AChineseGhostStory
河正宇Jung-wooHa/李璟荣Kyeong-y...,2013/韩国/剧情犯罪悬疑,273012人评价,金秉祐Byeong-wooKim,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,恐怖分子的“秋菊打官司”。,,[可播放],8.7,恐怖直播,더테러라이브,/死亡“动”新闻(港)/恐怖攻击直播(台)
周星驰StephenCh...,1999/香港/喜剧剧情爱情,381878人评价,周星驰StephenChow/李力持Lik-ChiLee,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,我是一个演员。,,,8.6,喜剧之王,喜劇之王,/KingofComedy
林原惠美MegumiHayashibara/古谷彻T...,2006/日本/动画悬疑科幻惊悚,162897人评价,今敏SatoshiKon,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg,梦的勾结。,,,8.9,红辣椒,パプリカ,/盗梦侦探/帕布莉卡
北野武TakeshiKitano/关口雄介Yus...,1999/日本/剧情喜剧,222495人评价,北野武TakeshiKitano,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,,[可播放],8.7,菊次郎的夏天,菊次郎の夏,/Kikujirônonatsu/菊次郎的夏天
...,2010/美国/喜剧动画奇幻冒险,337201人评价,迪恩·德布洛斯DeanDeBlois/克里斯·桑德斯ChrisSanders,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450042258.jpg,和谐的生活离不开摸头与被摸头。,,[可播放],8.7,驯龙高手,HowtoTrainYourDragon,/驯龙记(港)
汤姆·汉克斯TomHanks...,2004/美国/喜剧剧情爱情,259788人评价,史蒂文·斯皮尔伯格StevenSpielberg,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg,有时候幸福需要等一等。 ,,[可播放],8.7,幸福终点站,TheTerminal,/机场客运站(港)/航站情缘(台)
...,2010/美国法国/喜剧动画冒险,452567人评价,皮艾尔·柯芬PierreCoffin/克里斯·雷纳德ChrisRenaud,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,Mr. I Don't Care其实也有Care的时候。,,[可播放],8.5,神偷奶爸,DespicableMe,/卑鄙的我/坏蛋奖门人(港)
志田未来MiraiShida/神木...,2010/日本/动画奇幻冒险,251342人评价,米林宏昌HiromasaYonebayashi,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,曾经的那段美好会沉淀为一辈子的记忆。,,,8.7,借东西的小人阿莉埃蒂,借りぐらしのアリエッティ,/借物少女艾莉缇(台)/借东西的小矮人亚莉亚蒂(港)
吴君如SandraNg/任达华SimonYam/钟绍...,2010/香港中国大陆/剧情家庭,344533人评价,罗启锐AlexLaw,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,岁月流逝，来日可追。,,,8.6,岁月神偷,歲月神偷,/1969太空漫游/EchoesOfTheRainbow
宋康昊Kang-hoSong/金相庆Sang-kyun...,2003/韩国/犯罪剧情悬疑惊悚,241697人评价,奉俊昊Joon-hoBong,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480225538.jpg,关于连环杀人悬案的集体回忆。,,,8.7,杀人回忆,살인의추억,/谋杀回忆/杀手回忆录
三船敏郎ToshirôMifune/志村乔...,1954/日本/动作冒险剧情,90497人评价,黑泽明AkiraKurosawa,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg,时代悲歌。,,[可播放],9.2,七武士,七人の侍,/七侠四义(港)/TheSevenSamurai
辰己努/白石绫乃/志乃原良子,1988/日本/动画剧情战争,232492人评价,高畑勋IsaoTakahata,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,幸福是生生不息，却难以触及的远。 ,,,8.7,萤火虫之墓,火垂るの墓,/再见萤火虫(港)/萤火挽歌
约...,2001/美国/儿童喜剧动画奇幻冒险,288217人评价,彼特·道格特PeteDocter/大卫·斯沃曼DavidSilverman,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,不要给它起名字，起了名字就有感情了。,,[可播放],8.6,怪兽电力公司,"Monsters,Inc.",/怪兽公司(港)/怪物公司
马特·达蒙MattDamon/...,2007/美国德国/动作悬疑惊悚,209227人评价,保罗·格林格拉斯PaulGreengrass,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,像吃了苏打饼一样干脆的电影。,,[可播放],8.7,谍影重重3,TheBourneUltimatum,/叛谍追击3：最后通牒(港)/神鬼认证：最后通牒(台)
赵文瑄WinstonChao/郎雄SihungLung/归亚...,1993/台湾美国/剧情喜剧爱情同性家庭,162341人评价,李安AngLee,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,中国家庭的喜怒哀乐忍。,,,8.8,喜宴,囍宴,/TheWeddingBanquet
戴夫...,2008/英国美国/剧情爱情,437956人评价,丹尼·鲍尔DannyBoyle/洛芙琳·坦丹LoveleenTandan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,,,8.5,贫民窟的百万富翁,SlumdogMillionaire,/贫民百万富翁(台)/一百万零一夜(港)
雷·沃纳尔LeighWhannell/加利·艾...,2004/美国/悬疑惊悚恐怖,227377人评价,詹姆斯·温JamesWan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163771304.jpg,真相就在眼前。,,,8.7,电锯惊魂,Saw,/夺魂锯(台)/恐惧斗室(港)
张国荣LeslieCheung/林青霞Brigitte...,1994/香港台湾/剧情动作爱情武侠古装,293463人评价,王家卫KarWaiWong,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,电影诗。,,[可播放],8.6,东邪西毒,東邪西毒,/AshesofTime
桥本爱AiHashimoto/三浦贵大Takahir...,2015/日本/剧情,146285人评价,森淳一JunichiMori,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,,[可播放],9.0,小森林 冬春篇,リトル・フォレスト冬・春,/小森食光/冬春篇(台)
休·格兰特HughGrant/柯林...,2003/英国美国法国/喜剧剧情爱情,353910人评价,理查德·柯蒂斯RichardCurtis,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,爱，是个动词。,,[可播放],8.5,真爱至上,LoveActually,/爱是您，爱是我(台)/真的恋爱了(港)
盖·皮尔斯GuyPearce/...,2000/美国/犯罪剧情悬疑惊悚,318920人评价,克里斯托弗·诺兰ChristopherNolan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,一个针管引发的血案。,,[可播放],8.6,记忆碎片,Memento,/失忆/记忆拼图(台)
蒂莫西·柴勒梅德Timothée...,2017/意大利法国巴西美国/剧情爱情同性,225016人评价,卢卡·圭达尼诺LucaGuadagnino,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,沉醉在电影的情感和视听氛围中无法自拔。,,,8.8,请以你的名字呼唤我,CallMebyYourName,/以你的名字呼唤我(港/台)
娜塔莉·波特曼Natalie...,2010/美国/剧情惊悚,472979人评价,达伦·阿罗诺夫斯基DarrenAronofsky,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg,黑暗之美。,,[可播放],8.5,黑天鹅,BlackSwan,/夺命黑天鹅/霸王别鹅(豆友译名)
..,2013/美国/喜剧动画冒险,424723人评价,科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,老少皆宜，这就是好莱坞动画的魅力。,,[可播放],8.7,疯狂原始人,TheCroods,/古鲁家族(港/台)
丹尼尔·雷德克里夫DanielRadcliffe...,2011/美国英国/剧情悬疑奇幻冒险,320395人评价,大卫·叶茨DavidYates,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,10年的完美句点。,,[可播放],8.7,哈利·波特与死亡圣器(下),HarryPotterandtheDeathlyHallows:Part2,/哈利波特7：死神的圣物2(港/台)
佐仓绫音AyaneSakura/内山昂辉K...,2011/日本/剧情爱情动画奇幻,194164人评价,大森贵弘TakahiroOmori,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,触不到的恋人。,,[可播放],8.8,萤火之森,蛍火の杜へ,/萤火之社/Hotarubinomorie
达斯汀·霍夫曼DustinHoffman...,1988/美国/剧情,232411人评价,巴瑞·莱文森BarryLevinson,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,,,8.6,雨人,RainMan,/手足情未了/手足情深
柳承龙Seung-yongRyoo/朴信惠Shi...,2013/韩国/剧情喜剧家庭,211158人评价,李焕庆Hwan-kyeongLee,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,《我是山姆》的《美丽人生》。,,,8.7,7号房的礼物,7번방의선물,/戆爸的礼物(港)/7号囚房的礼物
周润发Yun-FatChow/狄龙LungTi/张国...,1986/香港/动作犯罪,206656人评价,吴宇森JohnWoo,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,英雄泪短，兄弟情长。 ,,[可播放],8.6,英雄本色,None,/ABetterTomorrow/GanglandBoss
...,2009/法国瑞士西班牙美国阿联酋/纪录片,106480人评价,雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg,大海啊，不全是水。,,,9.0,海洋,Océans,/Oceans/海洋
唐·钱德尔DonCheadle/苏菲·奥...,2004/英国南非意大利美国/剧情历史战争,138917人评价,特瑞·乔治TerryGeorge,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,当这个世界闭上双眼，他却敞开了怀抱。,,[可播放],8.9,卢旺达饭店,HotelRwanda,/卢安达饭店(台)
霍卫民WeiminHuo/王笑天XiaotianWang...,2014/中国大陆/剧情犯罪悬疑,216812人评价,忻钰坤YukunXin,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,,[可播放],8.7,心迷宫,None,/殡棺/TheCoffinintheMountain
斯科特...,2014/美国/喜剧动作科幻动画冒险,439251人评价,唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,Balalala~~~,,[可播放],8.6,超能陆战队,BigHero6,/大英雄联盟(港)/大英雄天团(台)
达里奥·葛兰帝内提Darío...,2014/阿根廷西班牙/剧情喜剧犯罪,173532人评价,达米安·斯兹弗隆DamiánSzifron,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,始于荒诞，止于更荒诞。,,[可播放],8.8,荒蛮故事,Relatossalvajes,/蛮荒故事/生命中最抓狂的小事(台)
周星驰StephenChow/巩俐LiGong/陈...,1993/香港/喜剧爱情古装,403539人评价,李力持Lik-ChiLee,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,华太师是黄霑，吴镇宇四大才子之一。,,[可播放],8.5,唐伯虎点秋香,唐伯虎點秋香,/FlirtingScholar
克里斯蒂安·贝尔Christ...,2012/美国英国/剧情动作科幻犯罪惊悚,338768人评价,克里斯托弗·诺兰ChristopherNolan,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,诺兰就是保证。,,[可播放],8.6,蝙蝠侠：黑暗骑士崛起,TheDarkKnightRises,/蝙蝠侠前传3：黑暗骑士崛起/黑暗骑士：黎明升起(台)
凯拉·奈特莉KeiraKnightley/马修·...,2005/法国英国美国/剧情爱情,351087人评价,乔·怀特JoeWright,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,爱是摈弃傲慢与偏见之后的曙光。,,[可播放],8.5,傲慢与偏见,Pride&Prejudice,/傲慢与偏见2005/PrideAndPrejudice
卡西·阿弗莱克CaseyAffle...,2016/美国/剧情家庭,238431人评价,肯尼斯·罗纳根KennethLonergan,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,我们都有权利不与自己的过去和解。,,[可播放],8.6,海边的曼彻斯特,ManchesterbytheSea,/情系海边之城(港)/海曼
路易·德·菲耐斯LouisdeFunès...,1966/法国英国/喜剧战争,120067人评价,杰拉尔·乌里GérardOury,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,永远看不腻的喜剧。,,[可播放],8.9,虎口脱险,Lagrandevadrouille,/横冲直撞出重围(港)/大進擊(台)
安东尼·霍普金斯AnthonyHopki...,1994/美国/剧情爱情西部家庭,163282人评价,爱德华·兹威克EdwardZwick,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,传奇，不是每个人都可以拥有。,,[可播放],8.7,燃情岁月,LegendsoftheFall,/秋日传奇/真爱一世情(台)
阿尔·帕西诺A...,1990/美国/剧情犯罪,153489人评价,弗朗西斯·福特·科波拉FrancisFordCoppola,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,任何信念的力量，都无法改变命运。,,[可播放],8.8,教父3,TheGodfather:PartIII,/教父第三集/教父III
周润发Yun-FatChow/张国荣LeslieCheung...,1991/香港/剧情喜剧动作犯罪,176135人评价,吴宇森JohnWoo,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,香港浪漫主义警匪动作片的巅峰之作。,,[可播放],8.7,纵横四海,緃横四海,/OnceaThief
多姆纳尔·格利森DomhnallGl...,2013/英国/剧情爱情奇幻,240431人评价,理查德·柯蒂斯RichardCurtis,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,,[可播放],8.6,时空恋旅人,AboutTime,/时空旅恋人/回到最爱的一天(港)
汤姆·汉克斯TomHanks/蒂姆·艾...,2010/美国/喜剧动画奇幻冒险,220038人评价,李·昂克里奇LeeUnkrich,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,跨度十五年的欢乐与泪水。,,[可播放],8.8,玩具总动员3,ToyStory3,/反斗奇兵3(港)/玩具的故事3
梁朝伟TonyLeungChiuWai/张曼玉Ma...,2000/香港/剧情爱情,281856人评价,王家卫KarWaiWong,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,偷情本没有这样美。,,[可播放],8.5,花样年华,花樣年華,/IntheMoodforLove
瑞恩·高斯林RyanGosling/...,2004/美国/剧情爱情,325742人评价,尼克·卡索维茨NickCassavetes,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,,[可播放],8.5,恋恋笔记本,TheNotebook,/深情日记/写我情真
凯文·科斯特纳KevinCos...,1993/美国/剧情犯罪,95377人评价,克林特·伊斯特伍德ClintEastwood,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,坏人的好总是比好人的好来得更感人。,,[可播放],9.0,完美的世界,APerfectWorld,/强盗保镳
柳乐优弥YûyaYagira/北浦爱...,2004/日本/剧情,88602人评价,是枝裕和HirokazuKoreeda,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,我的平常生活就是他人的幸福。,,[可播放],9.1,无人知晓,誰も知らない,/谁知赤子心(港)/无人知晓的夏日清晨(台)
马修·麦康纳MatthewMcCon...,2013/美国/剧情传记同性,215882人评价,让-马克·瓦雷Jean-MarcVallée,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,Jared Leto的腿比女人还美！,,[可播放],8.7,达拉斯买家俱乐部,DallasBuyersClub,/续命枭雄(港)/药命俱乐部(台)
,2015/中国大陆/纪录片,127075人评价,郭柯KeGuo,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,有一些东西不应该被遗忘。,,[可播放],8.7,二十二,None,/TwentyTwo/22
"GeneKelly/DonaldOConnor/...""",1952/美国/喜剧歌舞爱情,104650人评价,:StanleyDonen/GeneKelly,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,骨灰级歌舞片。,,[可播放],9.0,雨中曲,Singin'intheRain,/雨中情/万花嬉春
VivienLeigh/RobertTaylor/LucileWatson,1940/美国/剧情战争爱情,144218人评价,MervynLeRoy,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,中国式内在的美国电影。,,[可播放],8.8,魂断蓝桥,WaterlooBridge,/滑铁卢桥/断桥残梦
伊万·麦克格雷格EwanMcGregor/...,1996/英国/犯罪剧情,274243人评价,丹尼·博伊尔DannyBoyle,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,不可猜的青春迷笛。 ,,[可播放],8.5,猜火车,Trainspotting,/迷幻列车(港)/定位的火车
仲里依纱RiisaNaka/石田卓也Takuya...,2006/日本/剧情爱情科幻动画,208062人评价,细田守MamoruHosoda,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,爱上未来的你。 ,,,8.6,穿越时空的少女,時をかける少女,/跳跃吧！时空少女(台)/Tokiokakerushôjo
安德鲁·加菲尔德AndrewGarfield/...,2016/美国澳大利亚/剧情传记历史战争,376526人评价,梅尔·吉布森MelGibson,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,,[可播放],8.7,血战钢锯岭,HacksawRidge,/钢锯岭/钢铁英雄(台)
SeanPenn/DakotaFanning/Mi...,2001/美国/剧情家庭,121737人评价,杰茜·尼尔森JessieNelson,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,爱并不需要智商 。,,[可播放],8.8,我是山姆,IAmSam,/不一样的爸爸(港)/他不笨，他是我爸爸(台)
..,2002/美国/喜剧动画冒险,312938人评价,卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,松鼠才是角儿。,,[可播放],8.5,冰川时代,IceAge,/冰河世纪/冰原历险记
海利·乔·奥斯蒙Haley...,2001/美国/冒险剧情科幻,216607人评价,史蒂文·斯皮尔伯格StevenSpielberg,,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,对爱的执着，可以超越一切。,,[可播放],8.6,人工智能,ArtificialIntelligence:AI,/AI人工智慧
迈尔斯·特勒MilesTeller/...,2014/美国/剧情音乐,271963人评价,达米安·沙泽勒DamienChazelle,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,,,8.6,爆裂鼓手,Whiplash,/鼓动真我(港)/进击的鼓手(台)
尤尔根·沃格尔JürgenVogel...,2008/德国/剧情惊悚,149931人评价,丹尼斯·甘塞尔DennisGansel,,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,世界离独裁只有五天。,,,8.7,浪潮,DieWelle,/恶魔教室(台)/白恤暴潮(港)
